Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
22402,186.683333,-1.518197,1.375351,0.875120,-1.538244,1.371335,0.851080,-1.561895,1.379746,0.869822
22403,186.691667,-1.518239,1.375504,0.875626,-1.537742,1.371348,0.852579,-1.561962,1.379907,0.870391
22404,186.700000,-1.518293,1.375665,0.876212,-1.538209,1.371264,0.852558,-1.562032,1.380060,0.870945
22405,186.708333,-1.518356,1.375830,0.876769,-1.538317,1.371501,0.853144,-1.562088,1.380251,0.871573
22406,186.716667,-1.518404,1.376004,0.877365,-1.538389,1.371762,0.853716,-1.562156,1.380430,0.872178
22407,186.725000,-1.518495,1.376206,0.877963,-1.538466,1.372017,0.854307,-1.562203,1.380617,0.872820
22408,186.733333,-1.518583,1.376382,0.878661,-1.538613,1.372303,0.854996,-1.562323,1.380814,0.873538
22409,186.741667,-1.518648,1.376569,0.879454,-1.538672,1.372646,0.855714,-1.562386,1.381006,0.874339
22410,186.750000,-1.518743,1.376778,0.880287,-1.538805,1.372977,0.856499,-1.562469,1.381224,0.875196
22411,186.758333,-1.518813,1.376999,0.881161,-1.538919,1.373428,0.857355,-1.562565,1.381478,0.876133
22412,186.766667,-1.518865,1.377292,0.882172,-1.538974,1.373777,0.858372,-1.562613,1.381758,0.877186
22413,186.775000,-1.518927,1.377567,0.883217,-1.539079,1.374253,0.859348,-1.562666,1.382048,0.878268
22414,186.783333,-1.518946,1.377860,0.884341,-1.539076,1.374688,0.860533,-1.562708,1.382368,0.879420
22415,186.791667,-1.518982,1.378157,0.885453,-1.539086,1.375100,0.861674,-1.562728,1.382698,0.880582
22416,186.800000,-1.518984,1.378473,0.886581,-1.539087,1.375511,0.862793,-1.562748,1.383016,0.881725
22417,186.808333,-1.518968,1.378742,0.887710,-1.539113,1.375959,0.863901,-1.562708,1.383339,0.882910
22418,186.816667,-1.518940,1.379025,0.888928,-1.538469,1.376585,0.865946,-1.562454,1.383328,0.884433
22419,186.825000,-1.518925,1.379289,0.890069,-1.538948,1.376745,0.866349,-1.562661,1.383971,0.885315
22420,186.833333,-1.518883,1.379552,0.891190,-1.538534,1.377352,0.868076,-1.562406,1.383951,0.886761
22421,186.841667,-1.518831,1.379815,0.892299,-1.538772,1.377662,0.868703,-1.562337,1.384258,0.887901
22422,186.850000,-1.518787,1.380110,0.893405,-1.538734,1.378031,0.869780,-1.562488,1.384719,0.888960
22423,186.858333,-1.518723,1.380350,0.894484,-1.538680,1.378413,0.870880,-1.562412,1.384997,0.890095
22424,186.866667,-1.518695,1.380563,0.895585,-1.538850,1.378685,0.871640,-1.562425,1.385392,0.891009
22425,186.875000,-1.518633,1.380760,0.896646,-1.538856,1.379280,0.872546,-1.562398,1.385627,0.892056
22426,186.883333,-1.518617,1.380960,0.897681,-1.538806,1.379631,0.873595,-1.562389,1.385846,0.893137
22427,186.891667,-1.518552,1.381170,0.898765,-1.538769,1.379968,0.874651,-1.562313,1.386110,0.894243
22428,186.900000,-1.518386,1.381354,0.899866,-1.538591,1.380333,0.875754,-1.562188,1.386366,0.895392
22429,186.908333,-1.518039,1.381505,0.901100,-1.538225,1.380703,0.876979,-1.561880,1.386628,0.896659
22430,186.916667,-1.517464,1.381627,0.902484,-1.537658,1.381086,0.878357,-1.561283,1.386923,0.898102
22431,186.925000,-1.516713,1.381805,0.904155,-1.536847,1.381529,0.879975,-1.560499,1.387265,0.899724
22432,186.933333,-1.515784,1.381942,0.905884,-1.536089,1.382231,0.881477,-1.559554,1.387630,0.901505
22433,186.941667,-1.514768,1.382146,0.907770,-1.534827,1.382506,0.883562,-1.558470,1.388053,0.903389
22434,186.950000,-1.513628,1.382294,0.909830,-1.533677,1.383005,0.885611,-1.557299,1.388449,0.905455
22435,186.958333,-1.512434,1.382413,0.912032,-1.532484,1.383532,0.887838,-1.556051,1.388864,0.907672
22436,186.966667,-1.511210,1.382544,0.914400,-1.531408,1.384195,0.889960,-1.554684,1.389292,0.910072
22437,186.975000,-1.509862,1.382654,0.916867,-1.530032,1.384691,0.892449,-1.553325,1.389717,0.912581
22438,186.983333,-1.508502,1.382725,0.919531,-1.528602,1.385184,0.895073,-1.551870,1.390145,0.915280
22439,186.991667,-1.507090,1.382778,0.922264,-1.527239,1.385745,0.897889,-1.550440,1.390532,0.918099
22440,187.000000,-1.505690,1.382793,0.925216,-1.525699,1.386168,0.900781,-1.548993,1.390900,0.921028
22441,187.008333,-1.504234,1.382745,0.928176,-1.524178,1.386591,0.903808,-1.547474,1.391231,0.924052
22442,187.016667,-1.502736,1.382638,0.931236,-1.522681,1.387046,0.906900,-1.545915,1.391505,0.927178
22443,187.025000,-1.501204,1.382483,0.934332,-1.521066,1.387345,0.910014,-1.544310,1.391713,0.930417
22444,187.033333,-1.499684,1.382289,0.937439,-1.519510,1.387637,0.913137,-1.542672,1.391892,0.933661
22445,187.041667,-1.498169,1.382039,0.940584,-1.517963,1.387871,0.916273,-1.541068,1.391972,0.936977
22446,187.050000,-1.496616,1.381674,0.943624,-1.516346,1.388069,0.919395,-1.539478,1.392054,0.940154
22447,187.058333,-1.495066,1.381303,0.946651,-1.514760,1.388182,0.922456,-1.537920,1.392082,0.943316
22448,187.066667,-1.493516,1.380847,0.949599,-1.513051,1.388245,0.925542,-1.536212,1.392035,0.946351
22449,187.075000,-1.491882,1.380299,0.952610,-1.511278,1.388215,0.928581,-1.534474,1.391952,0.949383
22450,187.083333,-1.490167,1.379657,0.955628,-1.509416,1.388113,0.931618,-1.532634,1.391794,0.952436
22451,187.091667,-1.488277,1.378923,0.958557,-1.507373,1.387916,0.934587,-1.530605,1.391556,0.955426
22452,187.100000,-1.486406,1.378277,0.961190,-1.505291,1.387719,0.937161,-1.528517,1.391398,0.958040
22453,187.108333,-1.484573,1.377719,0.963313,-1.503221,1.387451,0.939262,-1.526471,1.391242,0.960102
22454,187.116667,-1.482803,1.377169,0.964924,-1.501312,1.387211,0.940817,-1.524593,1.391072,0.961611
22455,187.125000,-1.481383,1.376818,0.965913,-1.499842,1.387012,0.941838,-1.523070,1.390935,0.962608
22456,187.133333,-1.480352,1.376639,0.966599,-1.498903,1.386873,0.942435,-1.522076,1.390828,0.963173
22457,187.141667,-1.480017,1.376580,0.966743,-1.498537,1.386842,0.942602,-1.521715,1.390793,0.963316
22458,187.150000,-1.480163,1.376635,0.966550,-1.498717,1.386857,0.942381,-1.521881,1.390828,0.963098
22459,187.158333,-1.480913,1.376773,0.965852,-1.499346,1.386931,0.941858,-1.522558,1.390902,0.962554
22460,187.166667,-1.481897,1.377105,0.965096,-1.500351,1.387119,0.941025,-1.523600,1.391046,0.961748
22461,187.175000,-1.483066,1.377481,0.964106,-1.501627,1.387318,0.940033,-1.524836,1.391213,0.960747
22462,187.183333,-1.484277,1.377928,0.962983,-1.502923,1.387498,0.938835,-1.526138,1.391385,0.959606
22463,187.191667,-1.485427,1.378321,0.961770,-1.504138,1.387685,0.937591,-1.527439,1.391561,0.958378
22464,187.200000,-1.486435,1.378668,0.960574,-1.505146,1.387831,0.936372,-1.528476,1.391733,0.957105
22465,187.208333,-1.487344,1.378999,0.959275,-1.505985,1.387884,0.935267,-1.529347,1.391861,0.955899
22466,187.216667,-1.487909,1.379132,0.958499,-1.506609,1.387962,0.934342,-1.530029,1.391930,0.954765
22467,187.225000,-1.488269,1.379249,0.957710,-1.507061,1.387993,0.933567,-1.530531,1.392021,0.953863
22468,187.233333,-1.488607,1.379374,0.957035,-1.507317,1.387963,0.932885,-1.530868,1.392030,0.953199
22469,187.241667,-1.488695,1.379429,0.956458,-1.507461,1.387948,0.932272,-1.530911,1.392056,0.952638
22470,187.250000,-1.488680,1.379470,0.955857,-1.507478,1.387887,0.931662,-1.530839,1.392064,0.952099
22471,187.258333,-1.488599,1.379493,0.955426,-1.507496,1.387891,0.931196,-1.530736,1.392049,0.951659
22472,187.266667,-1.488571,1.379528,0.955006,-1.507517,1.387886,0.930782,-1.530710,1.392082,0.951309
22473,187.275000,-1.488611,1.379583,0.954760,-1.507590,1.387909,0.930497,-1.530798,1.392117,0.950983
22474,187.283333,-1.488678,1.379607,0.954515,-1.507694,1.387891,0.930248,-1.530911,1.392130,0.950748
22475,187.291667,-1.488809,1.379642,0.954280,-1.507829,1.387879,0.929958,-1.531053,1.392130,0.950545
22476,187.300000,-1.489000,1.379707,0.953980,-1.508044,1.387922,0.929707,-1.531235,1.392153,0.950382
22477,187.308333,-1.489240,1.379785,0.953763,-1.508303,1.387951,0.929497,-1.531540,1.392185,0.950175
22478,187.316667,-1.489559,1.379928,0.953589,-1.508628,1.388012,0.929287,-1.531865,1.392227,0.949939
22479,187.325000,-1.489832,1.380018,0.953387,-1.508913,1.388024,0.929070,-1.532127,1.392279,0.949693
22480,187.333333,-1.490055,1.380105,0.953040,-1.509141,1.388039,0.928744,-1.532380,1.392339,0.949418
22481,187.341667,-1.490234,1.380177,0.952734,-1.509354,1.388076,0.928419,-1.532629,1.392362,0.949059
22482,187.350000,-1.490417,1.380275,0.952322,-1.509575,1.388099,0.928006,-1.532792,1.392375,0.948663
22483,187.358333,-1.490601,1.380357,0.951834,-1.509721,1.388035,0.927491,-1.532945,1.392433,0.948148
22484,187.366667,-1.490755,1.380406,0.951355,-1.509886,1.388075,0.926975,-1.533093,1.392433,0.947589
22485,187.375000,-1.490901,1.380451,0.950794,-1.510046,1.387990,0.926401,-1.533242,1.392457,0.947009
22486,187.383333,-1.491064,1.380509,0.950246,-1.510242,1.387982,0.925826,-1.533435,1.392468,0.946393
22487,187.391667,-1.491185,1.380563,0.949579,-1.510379,1.387985,0.925130,-1.533598,1.392484,0.945762
22488,187.400000,-1.491361,1.380616,0.948847,-1.510551,1.387903,0.924414,-1.533767,1.392494,0.945017
22489,187.408333,-1.491583,1.380762,0.948144,-1.510737,1.387872,0.923596,-1.533957,1.392545,0.944191
22490,187.416667,-1.491831,1.380857,0.947261,-1.511067,1.387871,0.922738,-1.534213,1.392571,0.943262
22491,187.425000,-1.492087,1.380933,0.946349,-1.511357,1.387810,0.921805,-1.534522,1.392574,0.942309
22492,187.433333,-1.492400,1.381005,0.945370,-1.511673,1.387702,0.920794,-1.534865,1.392574,0.941303
22493,187.441667,-1.492822,1.381112,0.944358,-1.512055,1.387646,0.919753,-1.535254,1.392568,0.940239
22494,187.450000,-1.493199,1.381174,0.943297,-1.512482,1.387602,0.918684,-1.535678,1.392550,0.939174
22495,187.458333,-1.493593,1.381261,0.942209,-1.512712,1.387387,0.917848,-1.536090,1.392555,0.938071
22496,187.466667,-1.494056,1.381380,0.941087,-1.513395,1.387455,0.916404,-1.536544,1.392523,0.936838
22497,187.475000,-1.494482,1.381393,0.939914,-1.513849,1.387317,0.915206,-1.537028,1.392461,0.935571
22498,187.483333,-1.494852,1.381431,0.938701,-1.514260,1.387188,0.913968,-1.537449,1.392422,0.934325
22499,187.491667,-1.495201,1.381477,0.937428,-1.514345,1.386884,0.912921,-1.537821,1.392406,0.933066
22500,187.500000,-1.495569,1.381539,0.936095,-1.514706,1.386719,0.911602,-1.538191,1.392323,0.931727
22501,187.508333,-1.495857,1.381533,0.934755,-1.515038,1.386550,0.910217,-1.538510,1.392242,0.930298
22502,187.516667,-1.496111,1.381504,0.933375,-1.515570,1.386526,0.908519,-1.538780,1.392164,0.928873
22503,187.525000,-1.496390,1.381483,0.931888,-1.515911,1.386300,0.907057,-1.539072,1.392071,0.927334
22504,187.533333,-1.496787,1.381496,0.930431,-1.516156,1.385933,0.905835,-1.539466,1.391941,0.925828
22505,187.541667,-1.497420,1.381593,0.928950,-1.516742,1.385685,0.904305,-1.540115,1.391829,0.924248
22506,187.550000,-1.498271,1.381694,0.927375,-1.517612,1.385515,0.902753,-1.540981,1.391664,0.922638
22507,187.558333,-1.499245,1.381746,0.925833,-1.518703,1.385381,0.901207,-1.542046,1.391529,0.921058
22508,187.566667,-1.500430,1.381857,0.924241,-1.519905,1.385179,0.899613,-1.543310,1.391344,0.919422
22509,187.575000,-1.501740,1.381969,0.922715,-1.521239,1.384943,0.898095,-1.544691,1.391118,0.917817
22510,187.583333,-1.503155,1.382072,0.921135,-1.522729,1.384771,0.896490,-1.546124,1.390921,0.916209
22511,187.591667,-1.504589,1.382171,0.919442,-1.524227,1.384552,0.894805,-1.547686,1.390655,0.914551
22512,187.600000,-1.506082,1.382277,0.917797,-1.525803,1.384371,0.893110,-1.549249,1.390396,0.912865
22513,187.608333,-1.507562,1.382336,0.915987,-1.527321,1.384040,0.891336,-1.550801,1.390107,0.911080
22514,187.616667,-1.509061,1.382360,0.914171,-1.528844,1.383716,0.889572,-1.552381,1.389763,0.909242
22515,187.625000,-1.510542,1.382368,0.912389,-1.530319,1.383352,0.887785,-1.553947,1.389412,0.907340
22516,187.633333,-1.511974,1.382308,0.910541,-1.531997,1.383264,0.885737,-1.555457,1.389041,0.905540
22517,187.641667,-1.513393,1.382213,0.908719,-1.533376,1.382804,0.883897,-1.556901,1.388629,0.903680
22518,187.650000,-1.514725,1.382087,0.906828,-1.534723,1.382362,0.882073,-1.558280,1.388209,0.901828
22519,187.658333,-1.515887,1.381928,0.904899,-1.535747,1.381642,0.880471,-1.559517,1.387772,0.899953
22520,187.666667,-1.517074,1.381788,0.903021,-1.536914,1.380830,0.878642,-1.560713,1.387330,0.897975
22521,187.675000,-1.518177,1.381583,0.900915,-1.538061,1.380245,0.876654,-1.561861,1.386834,0.895862
22522,187.683333,-1.519253,1.381339,0.898766,-1.539143,1.379599,0.874540,-1.562961,1.386295,0.893682
22523,187.691667,-1.520245,1.381026,0.896589,-1.540005,1.379103,0.872689,-1.564017,1.385730,0.891539
22524,187.700000,-1.521275,1.380740,0.894408,-1.541057,1.378436,0.870584,-1.565032,1.385112,0.889431
22525,187.708333,-1.522319,1.380369,0.892234,-1.542323,1.377603,0.868153,-1.566078,1.384483,0.887237
22526,187.716667,-1.523378,1.380007,0.890004,-1.543573,1.377168,0.865691,-1.567143,1.383795,0.885033
22527,187.725000,-1.524397,1.379553,0.887822,-1.544411,1.376030,0.863973,-1.568212,1.383101,0.882821
22528,187.733333,-1.525258,1.379075,0.885662,-1.545282,1.375203,0.861918,-1.569186,1.382439,0.880636
22529,187.741667,-1.525851,1.378571,0.883531,-1.545898,1.374996,0.859495,-1.569929,1.381824,0.878571
22530,187.750000,-1.526171,1.378043,0.881548,-1.545782,1.373945,0.858605,-1.570250,1.381222,0.876678
22531,187.758333,-1.526237,1.377505,0.879670,-1.546375,1.373008,0.856007,-1.570292,1.380667,0.874775
22532,187.766667,-1.526089,1.376958,0.877867,-1.546173,1.372167,0.854255,-1.570140,1.380092,0.872918
22533,187.775000,-1.525789,1.376456,0.876264,-1.545807,1.371426,0.852703,-1.569839,1.379578,0.871214
22534,187.783333,-1.525414,1.375956,0.874749,-1.545618,1.371497,0.850672,-1.569392,1.379081,0.869650
22535,187.791667,-1.524946,1.375467,0.873347,-1.545147,1.370882,0.849274,-1.568903,1.378612,0.868135
22536,187.800000,-1.524523,1.375019,0.872062,-1.543965,1.369999,0.849154,-1.568360,1.378190,0.866785
22537,187.808333,-1.524112,1.374586,0.870883,-1.544107,1.369638,0.846999,-1.567874,1.377791,0.865585
22538,187.816667,-1.523798,1.374233,0.869857,-1.543126,1.369041,0.847004,-1.567482,1.377444,0.864476
22539,187.825000,-1.523467,1.373880,0.868996,-1.543210,1.368188,0.845518,-1.567199,1.377121,0.863532
22540,187.833333,-1.523239,1.373594,0.868208,-1.542957,1.367805,0.844740,-1.566975,1.376841,0.862750
22541,187.841667,-1.522999,1.373316,0.867544,-1.542746,1.367516,0.844105,-1.566764,1.376612,0.862093
22542,187.850000,-1.522828,1.373117,0.867053,-1.542811,1.367827,0.843196,-1.566574,1.376442,0.861570
22543,187.858333,-1.522607,1.372939,0.866617,-1.541970,1.367398,0.843695,-1.566371,1.376299,0.861151
22544,187.866667,-1.522342,1.372788,0.866295,-1.542336,1.367439,0.842491,-1.566148,1.376200,0.860841
22545,187.875000,-1.522082,1.372674,0.866128,-1.542061,1.367365,0.842281,-1.566013,1.376296,0.860601
22546,187.883333,-1.521863,1.372631,0.866078,-1.541215,1.367153,0.843081,-1.565753,1.376287,0.860502
22547,187.891667,-1.521691,1.372636,0.866104,-1.541025,1.367187,0.843115,-1.565436,1.376156,0.860529
22548,187.900000,-1.521551,1.372650,0.866194,-1.541185,1.366906,0.842722,-1.565253,1.376211,0.860641
22549,187.908333,-1.521461,1.372702,0.866393,-1.541104,1.367004,0.842927,-1.565163,1.376279,0.860864
22550,187.916667,-1.521451,1.372806,0.866659,-1.541099,1.367136,0.843186,-1.565178,1.376363,0.861132
22551,187.925000,-1.521510,1.372918,0.867011,-1.541467,1.367766,0.843113,-1.565228,1.376474,0.861462
22552,187.933333,-1.521545,1.373036,0.867339,-1.541526,1.367891,0.843458,-1.565270,1.376613,0.861825
22553,187.941667,-1.521556,1.373150,0.867649,-1.540844,1.367983,0.844835,-1.565294,1.376740,0.862167
22554,187.950000,-1.521556,1.373237,0.867965,-1.540871,1.368093,0.845120,-1.565317,1.376842,0.862456
22555,187.958333,-1.521524,1.373331,0.868252,-1.541234,1.367777,0.844744,-1.565303,1.376929,0.862724
22556,187.966667,-1.521473,1.373387,0.868422,-1.541186,1.367851,0.844918,-1.565231,1.377016,0.862934
22557,187.975000,-1.521440,1.373432,0.868554,-1.541151,1.367918,0.845038,-1.565200,1.377072,0.863066
22558,187.983333,-1.521414,1.373457,0.868608,-1.541121,1.367949,0.845096,-1.565175,1.377097,0.863118
22559,187.991667,-1.521406,1.373465,0.868605,-1.541120,1.367958,0.845087,-1.565159,1.377102,0.863136
22560,188.000000,-1.521444,1.373449,0.868570,-1.541161,1.367945,0.845054,-1.565192,1.377078,0.863092
22561,188.008333,-1.521505,1.373446,0.868506,-1.541200,1.367918,0.845019,-1.565251,1.377052,0.863035
22562,188.016667,-1.521536,1.373433,0.868466,-1.541233,1.367898,0.844992,-1.565290,1.377033,0.863012
22563,188.025000,-1.521548,1.373434,0.868467,-1.541256,1.367897,0.844988,-1.565314,1.377038,0.863010
22564,188.033333,-1.521547,1.373439,0.868486,-1.541152,1.367850,0.845032,-1.565303,1.377043,0.863030
22565,188.041667,-1.521527,1.373454,0.868564,-1.541221,1.367938,0.845075,-1.565261,1.377081,0.863128
22566,188.050000,-1.521492,1.373478,0.868662,-1.541184,1.367983,0.845165,-1.565234,1.377096,0.863235
22567,188.058333,-1.521465,1.373535,0.868808,-1.541155,1.368046,0.845286,-1.565206,1.377153,0.863371
22568,188.066667,-1.521448,1.373586,0.868956,-1.541120,1.368126,0.845438,-1.565199,1.377199,0.863518
22569,188.075000,-1.521445,1.373631,0.869157,-1.541111,1.368195,0.845607,-1.565196,1.377252,0.863667
22570,188.083333,-1.521451,1.373669,0.869293,-1.541137,1.368250,0.845757,-1.565184,1.377306,0.863824
22571,188.091667,-1.521459,1.373711,0.869412,-1.541169,1.368328,0.845882,-1.565210,1.377340,0.863960
22572,188.100000,-1.521472,1.373755,0.869545,-1.541197,1.368363,0.846015,-1.565221,1.377405,0.864098
22573,188.108333,-1.521458,1.373793,0.869667,-1.541185,1.368421,0.846139,-1.565217,1.377437,0.864241
22574,188.116667,-1.521403,1.373816,0.869787,-1.541145,1.368472,0.846251,-1.565170,1.377486,0.864372
22575,188.125000,-1.521363,1.373821,0.869895,-1.541106,1.368512,0.846339,-1.565126,1.377509,0.864466
22576,188.133333,-1.521317,1.373848,0.869996,-1.541053,1.368551,0.846426,-1.565074,1.377559,0.864548
22577,188.141667,-1.521187,1.373881,0.870098,-1.540919,1.368601,0.846546,-1.564945,1.377623,0.864658
22578,188.150000,-1.520944,1.373892,0.870257,-1.540090,1.368707,0.847585,-1.564484,1.377405,0.865100
22579,188.158333,-1.520538,1.373914,0.870485,-1.540477,1.369313,0.846510,-1.564344,1.377839,0.865040
22580,188.166667,-1.519953,1.373923,0.870797,-1.539331,1.369134,0.847725,-1.563785,1.377990,0.865317
22581,188.175000,-1.519148,1.373946,0.871173,-1.538574,1.369300,0.848074,-1.562993,1.378190,0.865712
22582,188.183333,-1.518303,1.374033,0.871720,-1.537981,1.369183,0.848083,-1.562078,1.378439,0.866219
22583,188.191667,-1.517378,1.374109,0.872399,-1.537034,1.369508,0.848765,-1.561072,1.378726,0.866875
22584,188.200000,-1.516426,1.374275,0.873313,-1.536341,1.370360,0.849211,-1.560035,1.379069,0.867736
22585,188.208333,-1.515381,1.374431,0.874315,-1.534738,1.370524,0.851089,-1.559102,1.379609,0.868708
22586,188.216667,-1.514341,1.374655,0.875430,-1.534015,1.370653,0.851649,-1.557887,1.379902,0.869846
22587,188.225000,-1.513213,1.374858,0.876649,-1.532858,1.371110,0.852842,-1.556731,1.380383,0.871053
22588,188.233333,-1.512022,1.375083,0.877910,-1.531671,1.371588,0.854116,-1.555508,1.380874,0.872396
22589,188.241667,-1.510774,1.375300,0.879332,-1.530457,1.372094,0.855454,-1.554257,1.381368,0.873799
22590,188.250000,-1.509559,1.375502,0.880759,-1.529219,1.372601,0.856838,-1.552967,1.381827,0.875217
22591,188.258333,-1.508353,1.375736,0.882260,-1.528010,1.373060,0.858338,-1.551720,1.382315,0.876681
22592,188.266667,-1.507206,1.375973,0.883871,-1.526858,1.373600,0.859835,-1.550501,1.382813,0.878266
22593,188.275000,-1.506068,1.376200,0.885471,-1.525754,1.374120,0.861420,-1.549389,1.383275,0.879876
22594,188.283333,-1.505037,1.376443,0.887230,-1.524704,1.374649,0.863101,-1.548278,1.383767,0.881588
22595,188.291667,-1.503992,1.376612,0.888899,-1.523665,1.375169,0.864764,-1.547231,1.384227,0.883326
22596,188.300000,-1.502985,1.376819,0.890728,-1.522633,1.375717,0.866536,-1.546129,1.384693,0.885166
22597,188.308333,-1.501972,1.376994,0.892464,-1.521592,1.376205,0.868318,-1.545084,1.385158,0.887006
22598,188.316667,-1.500958,1.377218,0.894330,-1.520543,1.376724,0.870137,-1.543968,1.385642,0.888865
22599,188.325000,-1.499802,1.377347,0.896128,-1.519369,1.377189,0.871919,-1.542746,1.386131,0.890703
22600,188.333333,-1.498574,1.377435,0.897946,-1.518072,1.377631,0.873751,-1.541506,1.386539,0.892553
