Time,Motor_0,Motor_1,Motor_2,Motor_3
123.2807,98.274,-98.343,-97.559,103.388
123.2967,96.118,-96.186,-96.152,102.719
123.3127,93.928,-93.996,-94.658,101.989
123.3287,91.704,-91.774,-93.076,101.147
123.3447,89.442,-89.518,-91.670,100.268
123.3607,87.144,-87.221,-90.000,99.317
123.3767,84.809,-84.886,-88.242,98.298
123.3927,82.444,-82.521,-86.572,97.248
123.4087,80.041,-80.130,-84.727,96.114
123.4247,77.614,-77.705,-82.793,94.929
123.4407,75.159,-75.235,-80.947,93.724
123.4567,72.679,-72.743,-78.838,92.441
123.4727,70.162,-70.230,-76.904,91.059
123.4887,67.607,-67.692,-74.707,89.661
123.5046,65.026,-65.121,-72.510,88.179
123.5206,62.424,-62.527,-70.400,86.636
123.5367,59.805,-59.905,-68.115,85.057
123.5527,57.170,-57.257,-65.742,83.443
123.5687,54.503,-54.579,-63.369,81.746
123.5847,51.805,-51.877,-60.996,80.021
123.6006,49.085,-49.163,-58.535,78.206
123.6166,46.350,-46.428,-56.074,76.373
123.6327,43.598,-43.664,-53.438,74.489
123.6486,40.818,-40.883,-50.977,72.569
123.6646,38.023,-38.096,-48.340,70.550
123.6806,35.217,-35.294,-45.703,68.540
123.6966,32.410,-32.483,-42.979,66.442
123.7126,29.609,-29.678,-40.254,64.315
123.7286,26.804,-26.875,-37.529,62.188
123.7446,24.002,-24.071,-34.717,59.931
123.7608,21.205,-21.272,-31.904,57.704
123.7766,18.400,-18.470,-29.004,55.427
123.7926,15.600,-15.671,-26.191,53.091
123.8086,12.800,-12.866,-23.291,50.694
123.8246,9.997,-10.062,-20.391,48.274
123.8406,7.199,-7.259,-17.402,45.841
123.8566,4.396,-4.461,-14.590,43.387
123.8726,1.591,-1.656,-11.602,40.825
123.8886,-1.208,1.143,-8.613,38.341
123.9046,-4.011,3.942,-5.625,35.739
123.9206,-6.810,6.738,-2.725,33.184
123.9366,-9.610,9.539,0.352,30.511
123.9526,-12.412,12.340,3.340,27.880
123.9686,-15.211,15.144,6.416,25.256
123.9846,-18.010,17.942,9.404,22.630
124.0006,-20.815,20.745,12.480,19.837
124.0173,-23.612,23.721,15.645,16.994
124.0326,-26.415,26.344,18.545,14.408
124.0486,-29.218,29.148,21.533,11.702
124.0646,-32.018,31.948,24.521,8.943
124.0806,-34.819,34.749,27.510,6.254
124.0966,-37.619,37.551,30.498,3.506
124.1126,-40.420,40.351,33.398,0.743
124.1288,-43.222,43.154,36.387,-2.005
124.1446,-46.019,45.950,39.287,-4.749
124.1606,-48.820,48.749,42.275,-7.499
124.1766,-51.621,51.552,45.176,-10.319
124.1926,-54.418,54.354,47.988,-13.187
124.2086,-57.221,57.154,50.977,-15.992
124.2246,-60.023,59.956,53.789,-18.797
124.2406,-62.821,62.755,56.514,-21.646
124.2566,-65.625,65.555,59.238,-24.439
124.2726,-68.425,68.354,62.051,-27.174
124.2886,-71.227,71.153,64.688,-29.977
124.3046,-74.030,73.958,67.412,-32.837
124.3206,-76.831,76.759,70.049,-35.585
124.3366,-79.635,79.561,72.686,-38.368
124.3526,-82.436,82.361,75.146,-41.200
124.3686,-85.236,85.161,77.607,-44.033
124.3846,-88.039,87.962,80.156,-46.778
124.4006,-90.838,90.765,82.529,-49.589
124.4166,-93.634,93.566,84.990,-52.342
124.4326,-96.439,96.367,87.275,-55.111
124.4486,-99.239,99.172,89.561,-57.904
124.4646,-102.038,101.970,91.934,-60.674
124.4805,-104.707,104.618,94.131,-63.542
124.4966,-106.984,106.906,96.328,-66.248
124.5126,-109.198,109.139,98.262,-69.042
124.5286,-111.415,111.346,100.283,-71.729
124.5445,-113.585,113.516,102.217,-74.346
124.5606,-115.691,115.624,104.062,-76.976
124.5765,-117.749,117.679,105.908,-79.550
124.5926,-119.756,119.687,107.666,-82.019
124.6086,-121.707,121.644,109.336,-84.516
124.6245,-123.606,123.545,111.094,-86.877
124.6405,-125.454,125.393,112.588,-89.274
124.6565,-127.245,127.184,114.170,-91.556
124.6726,-128.970,128.914,115.576,-93.788
124.6886,-130.633,130.576,116.982,-95.981
124.7046,-132.244,132.192,118.213,-98.145
124.7205,-133.801,133.761,119.531,-100.180
124.7365,-135.287,135.256,120.762,-102.166
124.7525,-136.699,136.660,121.816,-104.140
124.7685,-138.054,138.005,122.871,-105.962
124.7845,-139.345,139.301,123.838,-107.783
124.8005,-140.569,140.541,124.717,-109.527
124.8165,-141.723,141.706,125.596,-111.152
124.8325,-142.811,142.788,126.387,-112.695
124.8485,-143.827,143.792,127.002,-114.220
124.8645,-144.767,144.735,127.617,-115.616
124.8805,-145.633,145.614,128.057,-116.919
124.8966,-146.424,146.406,128.496,-118.218
124.9125,-147.142,147.122,128.848,-119.386
124.9285,-147.788,147.772,129.111,-120.435
124.9445,-148.359,148.329,129.375,-121.397
124.9605,-148.827,148.812,129.551,-122.296
124.9765,-149.220,149.207,129.639,-123.093
124.9925,-149.539,149.517,129.639,-123.811
125.0085,-149.762,149.754,129.639,-124.454
125.0250,-149.901,149.905,129.639,-124.988
125.0406,-149.963,149.962,129.551,-125.446
125.0566,-149.966,149.969,129.551,-125.819
125.0726,-149.945,149.928,129.199,-126.101
125.0885,-149.864,149.838,128.848,-126.294
125.1045,-149.697,149.686,128.320,-126.450
125.1205,-149.440,149.457,127.793,-126.517
125.1365,-149.168,149.184,127.090,-126.526
125.1527,-148.863,148.871,126.387,-126.503
125.1685,-148.500,148.505,125.420,-126.429
125.1847,-148.072,148.079,124.541,-126.215
125.2005,-147.595,147.604,123.574,-125.941
125.2165,-147.071,147.089,122.607,-125.573
125.2325,-146.505,146.528,121.553,-125.126
125.2485,-145.878,145.900,120.322,-124.632
125.2645,-145.203,145.226,119.004,-124.070
125.2805,-144.477,144.504,117.773,-123.442
125.2965,-143.706,143.733,116.455,-122.781
125.3125,-142.880,142.909,114.961,-122.051
125.3285,-142.009,142.034,113.467,-121.195
125.3445,-141.099,141.119,111.885,-120.295
125.3605,-140.130,140.155,110.215,-119.332
125.3765,-139.096,139.136,108.369,-118.307
125.3925,-138.027,138.069,106.699,-117.265
125.4087,-136.921,136.957,104.854,-116.150
125.4245,-135.764,135.794,103.008,-114.953
125.4405,-134.550,134.580,101.074,-113.729
125.4565,-133.287,133.318,98.965,-112.449
125.4727,-131.984,132.012,96.943,-111.044
125.4885,-130.642,130.664,94.834,-109.647
125.5045,-129.240,129.267,92.725,-108.166
125.5205,-127.786,127.818,90.527,-106.641
125.5365,-126.296,126.334,88.242,-105.066
125.5525,-124.761,124.810,86.045,-103.440
125.5685,-123.182,123.233,83.672,-101.772
125.5845,-121.563,121.605,81.211,-99.996
125.6005,-119.902,119.948,78.662,-98.204
125.6165,-118.196,118.256,76.201,-96.390
125.6325,-116.444,116.495,73.740,-94.502
125.6485,-114.651,114.704,71.104,-92.580
125.6645,-112.814,112.868,68.467,-90.562
125.6805,-110.935,110.990,65.830,-88.530
125.6965,-109.005,109.066,63.193,-86.465
125.7125,-107.044,107.106,60.469,-84.354
125.7285,-105.051,105.111,57.656,-82.205
125.7445,-103.009,103.071,54.932,-79.973
125.7605,-100.935,100.995,52.207,-77.694
125.7765,-98.827,98.890,49.307,-75.434
125.7925,-96.677,96.745,46.494,-73.117
125.8085,-94.495,94.562,43.682,-70.670
125.8245,-92.280,92.347,40.781,-68.337
125.8405,-90.028,90.094,37.793,-65.876
125.8565,-87.737,87.811,34.893,-63.390
125.8725,-85.410,85.483,31.992,-60.893
125.8885,-83.056,83.126,29.004,-58.350
125.9045,-80.675,80.744,26.104,-55.780
125.9205,-78.252,78.329,23.115,-53.227
125.9365,-75.791,75.867,20.127,-50.553
125.9525,-73.312,73.389,17.051,-47.936
125.9685,-70.812,70.885,14.062,-45.269
125.9844,-68.278,68.356,11.074,-42.613
126.0005,-65.712,65.789,8.086,-39.877
126.0167,-63.127,63.203,5.098,-37.160
126.0325,-60.520,60.590,2.109,-34.469
126.0485,-57.884,57.956,-0.967,-31.670
126.0644,-55.214,55.284,-3.955,-28.959
126.0805,-52.521,52.593,-6.855,-26.159
126.0965,-49.812,49.884,-9.844,-23.569
126.1125,-47.086,47.163,-12.832,-20.685
126.1284,-44.331,44.405,-15.820,-17.964
126.1445,-41.547,41.630,-18.721,-15.115
126.1604,-38.756,38.851,-21.709,-12.312
126.1767,-35.954,36.048,-24.609,-9.531
126.1924,-33.145,33.238,-27.510,-6.782
126.2084,-30.345,30.433,-30.322,-3.987
126.2244,-27.537,27.627,-33.135,-1.161
126.2404,-24.735,24.824,-35.947,1.658
126.2564,-21.935,22.021,-38.672,4.425
126.2724,-19.135,19.221,-41.484,7.148
126.2884,-16.332,16.420,-44.209,10.021
126.3044,-13.532,13.619,-46.846,12.809
126.3204,-10.728,10.815,-49.482,15.595
126.3364,-7.929,8.018,-52.119,18.407
126.3524,-5.129,5.215,-54.668,21.155
126.3684,-2.324,2.414,-57.217,24.021
126.3844,0.473,-0.384,-59.678,26.897
126.4004,3.276,-3.184,-62.139,29.695
126.4164,6.077,-5.983,-64.424,32.556
126.4324,8.876,-8.783,-66.885,35.313
126.4484,11.682,-11.583,-69.082,38.167
126.4644,14.481,-14.380,-71.279,40.936
126.4804,17.283,-17.183,-73.477,43.685
126.4964,20.085,-19.983,-75.674,46.463
126.5124,22.883,-22.780,-77.783,49.077
126.5284,25.684,-25.587,-79.717,51.784
126.5444,28.487,-28.388,-81.738,54.404
126.5604,31.287,-31.189,-83.584,57.018
126.5764,34.090,-33.994,-85.430,59.589
126.5924,36.891,-36.796,-87.275,62.051
126.6084,39.691,-39.596,-88.945,64.534
126.6244,42.495,-42.398,-90.615,66.933
126.6404,45.294,-45.197,-92.285,69.311
126.6564,48.096,-48.000,-93.691,71.602
126.6724,50.899,-50.799,-95.273,73.815
126.6884,53.698,-53.598,-96.680,76.024
126.7044,56.500,-56.401,-97.910,78.154
126.7204,59.302,-59.200,-99.229,80.214
126.7364,62.099,-61.996,-100.371,82.189
126.7524,64.901,-64.800,-101.514,84.138
126.7684,67.703,-67.602,-102.568,85.993
126.7844,70.501,-70.402,-103.447,87.783
126.8004,73.303,-73.203,-104.502,89.497
126.8164,76.102,-76.003,-105.293,91.144
126.8324,78.904,-78.806,-106.084,92.686
126.8484,81.707,-81.605,-106.699,94.210
126.8644,84.503,-84.403,-107.314,95.636
126.8804,87.308,-87.206,-107.842,96.933
126.8964,90.109,-90.005,-108.369,98.191
126.9124,92.907,-92.804,-108.721,99.370
126.9284,95.708,-95.609,-108.984,100.431
126.9444,98.508,-98.409,-109.072,101.388
126.9604,101.305,-101.208,-109.160,102.281
126.9764,104.061,-103.982,-109.160,103.101
126.9924,106.428,-106.365,-109.248,103.804
127.0084,108.628,-108.561,-109.248,104.449
127.0244,110.845,-110.774,-109.248,104.998
127.0404,113.035,-112.970,-109.248,105.455
127.0564,115.153,-115.085,-109.248,105.832
127.0724,117.218,-117.152,-108.984,106.121
127.0884,119.231,-119.174,-108.633,106.337
127.1043,121.195,-121.137,-108.018,106.476
127.1204,123.117,-123.062,-107.402,106.538
127.1364,124.979,-124.925,-106.787,106.541
127.1524,126.782,-126.721,-105.996,106.498
127.1684,128.522,-128.463,-105.205,106.392
127.1844,130.217,-130.159,-104.238,106.182
127.2006,131.847,-131.791,-103.271,105.883
127.2164,133.417,-133.363,-102.305,105.530
127.2324,134.920,-134.871,-101.162,105.103
127.2483,136.360,-136.310,-100.107,104.616
127.2644,137.732,-137.692,-98.789,104.070
127.2803,139.026,-138.998,-97.471,103.455
127.2964,140.258,-140.236,-96.152,102.764
127.3123,141.435,-141.415,-94.570,102.027
127.3284,142.547,-142.517,-92.988,101.191
127.3443,143.579,-143.551,-91.582,100.297
127.3603,144.532,-144.513,-89.912,99.347
127.3763,145.417,-145.405,-88.154,98.339
127.3926,146.238,-146.224,-86.484,97.282
127.4083,146.974,-146.961,-84.639,96.149
127.4244,147.623,-147.618,-82.705,94.955
127.4404,148.194,-148.188,-80.771,93.738
127.4563,148.702,-148.688,-78.750,92.451
127.4723,149.123,-149.101,-76.729,91.069
127.4883,149.449,-149.436,-74.531,89.687
127.5043,149.706,-149.700,-72.422,88.205
127.5203,149.883,-149.875,-70.225,86.660
127.5363,149.964,-149.956,-67.939,85.098
127.5523,149.974,-149.972,-65.654,83.462
127.5683,149.952,-149.959,-63.193,81.781
127.5844,149.883,-149.880,-60.820,80.063
127.6003,149.746,-149.732,-58.447,78.222
127.6163,149.535,-149.512,-55.986,76.385
127.6324,149.248,-149.252,-53.350,74.536
127.6483,148.939,-148.953,-50.889,72.599
127.6643,148.581,-148.594,-48.252,70.574
127.6803,148.180,-148.193,-45.615,68.587
127.6963,147.753,-147.737,-42.891,66.490
127.7123,147.247,-147.226,-40.166,64.371
127.7283,146.653,-146.674,-37.354,62.233
127.7443,146.035,-146.060,-34.629,60.013
127.7603,145.422,-145.406,-31.816,57.737
127.7763,144.683,-144.702,-29.004,55.454
127.7923,143.976,-143.952,-26.016,53.182
127.8083,143.117,-143.142,-23.203,50.746
127.8243,142.252,-142.276,-20.303,48.354
127.8403,141.386,-141.360,-17.314,45.942
127.8563,140.371,-140.404,-14.414,43.455
127.8723,139.374,-139.404,-11.514,40.922
127.8883,138.325,-138.360,-8.525,38.378
127.9043,137.292,-137.256,-5.625,35.797
127.9203,136.060,-136.096,-2.549,33.214
127.9363,134.857,-134.898,0.439,30.562
127.9523,133.698,-133.661,3.428,27.932
127.9683,132.335,-132.375,6.504,25.300
127.9843,130.987,-131.031,9.492,22.623
128.0003,129.677,-129.633,12.568,19.894
128.0163,128.151,-128.199,15.557,17.190
128.0323,126.762,-126.719,18.457,14.421
128.0483,125.237,-125.191,21.533,11.718
128.0643,123.571,-123.618,24.521,8.961
128.0803,121.958,-122.007,27.510,6.273
128.0963,120.409,-120.359,30.498,3.565
128.1123,118.617,-118.668,33.486,0.795
128.1283,116.874,-116.932,36.387,-1.974
128.1443,115.095,-115.150,39.375,-4.726
128.1603,113.282,-113.338,42.275,-7.440
128.1763,111.417,-111.473,45.176,-10.223
128.1923,109.504,-109.566,48.076,-13.060
128.2083,107.554,-107.616,50.977,-15.847
128.2245,105.564,-105.625,53.789,-18.622
128.2403,103.672,-103.608,56.514,-21.441
128.2563,101.611,-101.544,59.326,-24.258
128.2722,99.508,-99.441,62.139,-27.014
128.2883,97.372,-97.305,64.863,-29.790
128.3043,95.200,-95.131,67.500,-32.625
128.3202,92.997,-92.926,70.137,-35.400
128.3363,90.755,-90.686,72.686,-38.178
128.3523,88.479,-88.409,75.234,-40.985
128.3683,86.164,-86.093,77.695,-43.807
128.3842,83.827,-83.754,80.244,-46.560
128.4003,81.458,-81.381,82.617,-49.349
128.4162,79.046,-78.971,84.990,-52.189
128.4323,76.608,-76.532,87.275,-54.978
128.4482,74.136,-74.059,89.561,-57.748
128.4643,71.629,-71.549,91.846,-60.554
128.4803,69.095,-69.017,94.131,-63.370
128.4962,66.539,-66.456,96.152,-66.136
128.5122,63.953,-63.871,98.174,-68.910
128.5283,61.178,-61.259,100.195,-71.736
128.5443,58.540,-58.624,102.217,-74.331
128.5603,56.048,-55.968,104.062,-77.006
128.5763,53.378,-53.291,105.908,-79.527
128.5922,50.681,-50.593,107.666,-82.049
128.6083,47.779,-47.865,109.336,-84.525
128.6242,45.202,-45.117,111.182,-86.900
128.6402,42.446,-42.359,112.676,-89.307
128.6563,39.662,-39.572,114.170,-91.574
128.6722,36.862,-36.773,115.576,-93.820
128.6882,34.053,-33.965,116.982,-96.010
128.7042,31.247,-31.153,118.213,-98.138
128.7202,28.445,-28.350,119.531,-100.217
128.7365,25.466,-25.545,120.850,-102.195
128.7522,22.841,-22.740,121.816,-104.136
128.7682,20.040,-19.941,122.871,-105.984
128.7842,17.237,-17.141,123.838,-107.810
128.8002,14.439,-14.339,124.805,-109.510
128.8162,11.640,-11.539,125.684,-111.148
128.8322,8.839,-8.736,126.387,-112.688
128.8482,6.038,-5.935,127.002,-114.212
128.8642,3.235,-3.136,127.617,-115.634
128.8802,0.433,-0.334,128.057,-116.941
128.8962,-2.540,2.462,128.496,-118.215
128.9122,-5.167,5.262,128.848,-119.374
128.9282,-7.964,8.062,129.199,-120.435
128.9442,-10.763,10.860,129.463,-121.387
128.9602,-13.565,13.660,129.639,-122.289
128.9762,-16.364,16.462,129.639,-123.095
128.9922,-19.164,19.262,129.639,-123.803
129.0082,-21.965,22.063,129.727,-124.450
129.0242,-24.763,24.863,129.639,-124.988
129.0402,-27.564,27.662,129.639,-125.440
129.0562,-30.366,30.466,129.551,-125.818
129.0722,-33.164,33.264,129.287,-126.100
129.0882,-35.969,36.068,128.848,-126.294
129.1042,-38.770,38.872,128.320,-126.454
129.1202,-41.570,41.671,127.793,-126.518
129.1367,-44.548,44.475,127.090,-126.533
129.1522,-47.173,47.275,126.387,-126.511
129.1683,-50.152,50.075,125.420,-126.431
129.1842,-52.775,52.877,124.541,-126.212
129.2002,-55.574,55.677,123.574,-125.944
129.2162,-58.379,58.476,122.520,-125.577
129.2322,-61.180,61.280,121.553,-125.130
129.2484,-64.153,64.080,120.234,-124.643
129.2642,-66.781,66.883,119.004,-124.089
129.2802,-69.583,69.683,117.686,-123.461
129.2962,-72.382,72.482,116.367,-122.800
129.3122,-75.188,75.287,114.873,-122.075
129.3282,-77.990,78.090,113.379,-121.218
129.3442,-80.793,80.890,111.885,-120.319
129.3602,-83.592,83.694,110.127,-119.352
129.3762,-86.390,86.495,108.369,-118.332
129.3922,-89.193,89.297,106.611,-117.298
129.4082,-91.991,92.097,104.766,-116.183
129.4242,-94.789,94.897,102.920,-114.985
129.4402,-97.595,97.702,100.986,-113.760
129.4562,-100.394,100.501,98.965,-112.481
129.4722,-103.191,103.292,96.855,-111.090
129.4882,-105.706,105.755,94.658,-109.694
129.5042,-107.941,108.015,92.461,-108.207
129.5202,-110.158,110.243,90.352,-106.675
129.5362,-112.354,112.427,87.979,-105.109
129.5522,-114.491,114.556,85.781,-103.469
129.5682,-116.572,116.635,83.496,-101.801
129.5842,-118.608,118.671,81.035,-100.033
129.6002,-120.589,120.652,78.486,-98.212
129.6162,-122.517,122.578,76.113,-96.415
129.6322,-124.394,124.451,73.564,-94.532
129.6482,-126.209,126.265,70.928,-92.604
129.6642,-127.964,128.020,68.291,-90.586
129.6807,-129.777,129.725,65.479,-88.560
129.6962,-131.307,131.361,63.018,-86.477
129.7122,-132.893,132.945,60.293,-84.360
129.7282,-134.428,134.475,57.480,-82.231
129.7442,-135.879,135.926,54.844,-79.984
129.7602,-137.263,137.309,52.031,-77.731
129.7762,-138.600,138.633,49.131,-75.436
129.7922,-139.870,139.902,46.230,-73.136
129.8082,-141.059,141.104,43.418,-70.729
129.8241,-142.180,142.226,40.518,-68.334
129.8401,-143.248,143.281,37.529,-65.895
129.8561,-144.243,144.268,34.717,-63.419
129.8722,-145.150,145.176,31.729,-60.880
129.8881,-145.978,146.002,28.740,-58.373
129.9042,-146.744,146.767,25.752,-55.791
129.9202,-147.435,147.454,22.852,-53.242
129.9361,-148.037,148.051,19.863,-50.585
129.9522,-148.567,148.576,16.787,-47.962
129.9682,-149.008,149.017,13.799,-45.307
129.9841,-149.365,149.368,10.811,-42.620
130.0001,-149.641,149.645,7.734,-39.989
130.0161,-149.831,149.841,4.746,-37.345
130.0321,-149.933,149.940,1.758,-34.642
130.0481,-149.963,149.969,-1.318,-31.927
130.0641,-149.959,149.961,-4.219,-29.160
130.0801,-149.927,149.899,-7.295,-26.413
130.0961,-149.804,149.767,-10.283,-23.660
130.1121,-149.589,149.573,-13.184,-20.921
130.1281,-149.336,149.338,-16.084,-18.128
130.1441,-149.055,149.047,-19.072,-15.376
130.1601,-148.717,148.700,-21.973,-12.558
130.1761,-148.321,148.307,-24.785,-9.769
130.1921,-147.852,147.866,-27.686,-6.925
130.2081,-147.393,147.369,-27.158,-4.165
130.2241,-146.849,146.829,-24.346,-1.372
130.2401,-146.257,146.238,-20.918,1.273
130.2561,-145.609,145.592,-17.227,3.842
130.2721,-144.908,144.884,-13.623,6.237
130.2881,-144.162,144.140,-9.932,8.516
130.3041,-143.373,143.352,-6.240,10.584
130.3201,-142.539,142.509,-2.637,12.452
130.3361,-141.645,141.607,1.143,14.120
130.3521,-140.702,140.663,4.746,15.583
130.3681,-139.703,139.674,8.438,16.745
130.3841,-138.651,138.623,12.129,17.700
130.4001,-137.560,137.513,15.645,18.374
130.4161,-136.433,136.363,18.457,18.731
130.4321,-135.255,135.178,20.566,18.829
130.4481,-134.020,133.948,21.973,18.697
130.4641,-132.732,132.666,22.939,18.225
130.4801,-131.406,131.340,23.730,17.499
130.4961,-130.034,129.967,24.346,16.580
130.5121,-128.614,128.548,24.609,15.450
130.5281,-127.149,127.083,24.785,14.137
130.5441,-125.641,125.573,24.785,12.665
130.5601,-124.094,124.021,24.697,11.055
130.5761,-122.500,122.407,24.521,9.342
130.5921,-120.858,120.755,23.994,7.453
130.6081,-119.176,119.077,23.291,5.545
130.6241,-117.440,117.356,22.500,3.535
130.6401,-115.669,115.585,21.445,1.451
130.6561,-113.864,113.772,20.215,-0.592
130.6721,-112.028,111.923,18.896,-2.583
130.6881,-110.139,110.038,17.490,-4.492
130.7041,-108.203,108.106,15.996,-6.243
130.7201,-106.220,106.127,14.238,-7.914
130.7361,-104.212,104.114,12.480,-9.423
130.7521,-102.172,102.055,10.547,-10.729
130.7681,-100.081,99.962,8.438,-11.837
130.7841,-97.948,97.839,6.328,-12.728
130.8001,-95.785,95.670,4.219,-13.380
130.8161,-93.589,93.471,1.934,-13.770
130.8321,-91.361,91.225,-0.439,-13.921
130.8481,-89.091,88.947,-2.900,-13.870
130.8641,-86.785,86.643,-5.361,-13.488
130.8801,-84.446,84.300,-7.910,-12.851
130.8961,-82.084,81.925,-10.459,-11.965
130.9121,-79.687,79.522,-13.184,-10.876
130.9281,-77.245,77.099,-15.820,-9.617
130.9441,-74.780,74.637,-18.633,-8.196
130.9601,-72.298,72.142,-21.357,-6.605
130.9761,-69.786,69.616,-24.170,-4.934
130.9921,-67.240,67.064,-26.982,-3.075
131.0081,-64.664,64.484,-29.795,-1.156
131.0241,-62.061,61.880,-32.695,0.844
131.0401,-59.442,59.249,-35.596,2.946
131.0561,-56.793,56.593,-38.496,5.091
131.0721,-54.118,53.915,-41.484,7.384
131.0880,-51.420,51.227,-44.385,9.650
131.1040,-48.691,48.512,-47.373,12.010
131.1200,-45.946,45.759,-50.186,14.391
131.1360,-43.186,42.991,-53.174,16.851
131.1521,-40.402,40.218,-56.162,19.340
131.1680,-37.604,37.434,-59.062,21.865
131.1841,-34.799,34.625,-61.963,24.397
131.2000,-31.990,31.819,-64.775,27.014
131.2160,-29.189,29.012,-67.676,29.603
131.2320,-26.383,26.205,-70.488,32.216
131.2480,-23.582,23.406,-73.213,34.873
131.2640,-20.784,20.600,-75.938,37.549
131.2800,-17.982,17.805,-78.486,40.261
131.2962,-15.007,15.002,-81.123,42.938
131.3120,-12.379,12.196,-83.496,45.692
131.3280,-9.576,9.395,-86.045,48.408
131.3440,-6.778,6.596,-88.418,51.182
131.3600,-3.978,3.792,-90.791,53.784
131.3760,-1.175,0.993,-92.988,56.602
131.3920,1.624,-1.804,-95.273,59.351
131.4080,4.428,-4.605,-97.383,62.176
131.4240,7.229,-7.401,-99.404,64.936
131.4400,10.030,-10.203,-101.338,67.740
131.4560,12.833,-12.998,-103.096,70.566
131.4720,15.632,-15.796,-104.941,73.175
131.4880,18.434,-18.601,-106.611,76.055
131.5040,21.238,-21.399,-108.105,78.775
131.5200,24.036,-24.200,-109.688,81.551
131.5360,26.835,-27.004,-111.094,84.112
131.5520,29.641,-29.807,-112.324,86.764
131.5680,32.435,-32.605,-113.467,89.298
131.5840,35.238,-35.411,-114.609,91.652
131.6000,38.040,-38.211,-115.576,94.036
131.6160,40.839,-41.011,-116.455,96.250
131.6320,43.641,-43.808,-117.246,98.351
131.6480,46.442,-46.610,-117.861,100.387
131.6640,49.241,-49.412,-118.389,102.246
131.6800,52.045,-52.207,-118.740,104.024
131.6960,54.842,-55.008,-119.004,105.667
131.7120,57.643,-57.811,-119.180,107.125
131.7280,60.443,-60.607,-119.180,108.452
131.7440,63.239,-63.407,-119.180,109.631
131.7600,66.042,-66.209,-119.180,110.677
131.7760,68.844,-69.008,-119.180,111.535
131.7920,71.640,-71.807,-119.092,112.335
131.8080,74.444,-74.609,-118.828,112.977
131.8240,77.247,-77.412,-118.301,113.496
131.8407,80.224,-80.215,-117.510,113.894
131.8560,82.849,-83.013,-116.719,114.176
131.8720,85.650,-85.815,-115.752,114.340
131.8880,88.455,-88.620,-114.697,114.385
131.9040,91.256,-91.416,-113.467,114.372
131.9200,94.053,-94.221,-112.236,114.221
131.9360,96.858,-97.024,-110.918,113.960
131.9520,99.660,-99.825,-109.512,113.608
131.9680,102.460,-102.632,-107.842,113.123
131.9840,105.078,-105.241,-106.084,112.533
132.0000,107.344,-107.495,-104.238,111.893
132.0160,109.573,-109.718,-102.393,111.090
132.0320,111.796,-111.929,-100.459,110.183
132.0480,113.949,-114.069,-98.350,109.208
132.0640,116.030,-116.148,-96.152,108.129
132.0800,118.074,-118.197,-93.779,106.976
132.0962,120.194,-120.187,-91.494,105.738
132.1120,122.012,-122.114,-89.033,104.388
132.1280,123.903,-124.008,-86.572,102.969
132.1440,125.746,-125.844,-83.848,101.496
132.1600,127.523,-127.615,-81.123,99.849
132.1760,129.232,-129.319,-78.223,98.164
132.1920,130.890,-130.982,-75.498,96.428
132.2080,132.505,-132.592,-72.422,94.558
132.2240,134.052,-134.130,-69.434,92.626
132.2400,135.531,-135.603,-66.445,90.627
132.2560,136.939,-137.016,-63.281,88.526
132.2720,138.273,-138.354,-60.117,86.342
132.2880,139.547,-139.622,-56.865,84.263
132.3040,140.765,-140.833,-53.525,81.878
132.3200,141.917,-141.975,-50.186,79.500
132.3360,142.985,-143.040,-46.758,77.068
132.3520,143.976,-144.049,-43.330,74.709
132.3680,144.899,-144.978,-39.814,72.178
132.3840,145.767,-145.824,-36.387,69.647
132.4000,146.549,-146.595,-32.783,67.316
132.4160,147.242,-147.299,-29.180,64.546
132.4319,147.877,-147.918,-25.664,62.131
132.4479,148.432,-148.453,-22.061,59.487
132.4639,148.892,-148.920,-18.457,56.807
132.4799,149.267,-149.293,-14.854,54.186
132.4959,149.569,-149.583,-11.162,51.504
132.5119,149.789,-149.799,-7.559,48.817
132.5279,149.915,-149.922,-3.867,46.098
132.5439,149.973,-149.970,-0.176,43.427
132.5599,149.972,-149.969,3.428,40.439
132.5759,149.931,-149.931,7.119,37.779
132.5919,149.828,-149.805,10.811,35.170
132.6079,149.647,-149.613,14.502,32.474
132.6239,149.416,-149.388,18.193,29.615
132.6399,149.132,-149.114,21.885,26.695
132.6559,148.801,-148.787,25.488,24.140
132.6719,148.422,-148.408,29.092,21.307
132.6879,147.995,-147.974,32.783,18.515
132.7039,147.517,-147.478,36.387,15.791
132.7199,146.987,-146.943,40.078,13.012
132.7359,146.398,-146.370,43.770,10.197
132.7519,145.773,-145.741,47.461,7.466
132.7679,145.077,-145.050,51.152,4.610
132.7839,144.348,-144.320,54.756,1.780
132.7999,143.578,-143.538,58.359,-1.066
132.8159,142.749,-142.702,62.139,-3.913
132.8319,141.866,-141.820,65.654,-6.700
132.8479,140.940,-140.886,69.346,-9.539
132.8639,139.973,-139.899,73.037,-12.354
132.8799,138.939,-138.867,76.729,-15.175
132.8959,137.852,-137.792,80.420,-17.933
132.9119,136.735,-136.671,84.023,-20.752
132.9279,135.569,-135.497,87.627,-23.595
132.9439,134.342,-134.269,91.406,-26.289
132.9599,133.075,-132.998,94.922,-29.085
132.9759,131.766,-131.686,98.438,-31.960
132.9919,130.413,-130.330,101.777,-34.813
