Time,Motor_0,Motor_1,Motor_2,Motor_3
0.0000,-37.905,88.383,-13.799,-5.248
0.0262,-37.804,88.273,-9.492,-5.268
0.0421,-37.418,87.879,-5.889,-5.296
0.0582,-36.671,87.129,-2.461,-5.392
0.0741,-35.616,86.061,0.967,-5.767
0.0901,-34.323,84.764,4.395,-6.302
0.1061,-32.762,83.190,7.734,-6.982
0.1222,-30.887,81.305,11.074,-7.939
0.1382,-28.713,79.122,14.414,-8.977
0.1542,-26.251,76.653,17.754,-10.229
0.1702,-23.523,73.936,21.094,-11.686
0.1862,-20.630,71.077,24.521,-13.194
0.2022,-17.720,68.155,28.037,-14.874
0.2183,-14.898,65.242,31.553,-16.696
0.2343,-12.065,62.401,35.156,-18.619
0.2503,-9.249,59.577,38.760,-20.607
0.2663,-6.442,56.771,42.100,-22.798
0.2823,-3.463,53.975,42.803,-24.792
0.2984,-0.663,51.170,41.660,-26.639
0.3144,2.143,48.370,39.639,-28.246
0.3303,4.946,45.564,37.090,-29.546
0.3464,7.748,42.763,34.189,-30.640
0.3624,10.549,39.966,31.113,-31.435
0.3784,13.347,37.166,27.773,-31.909
0.3944,16.149,34.368,24.434,-32.132
0.4103,18.953,31.569,21.006,-32.095
0.4263,21.749,28.768,17.578,-31.714
0.4424,24.552,25.967,14.238,-31.097
0.4583,27.355,23.164,10.811,-30.256
0.4743,30.154,20.360,7.471,-29.174
0.4903,32.958,17.561,4.131,-27.925
0.5063,35.760,14.756,0.791,-26.514
0.5223,38.560,11.952,-2.637,-24.950
0.5384,41.363,9.154,-5.889,-23.238
0.5543,44.164,6.351,-9.229,-21.458
0.5703,46.965,3.552,-12.568,-19.547
0.5863,49.768,0.754,-15.820,-17.503
0.6023,52.566,-2.047,-19.160,-15.455
0.6183,55.370,-4.845,-22.412,-13.248
0.6343,58.172,-7.645,-25.400,-11.011
0.6503,60.968,-10.444,-27.422,-8.726
0.6664,63.769,-13.239,-28.564,-6.382
0.6823,66.569,-16.041,-29.180,-3.968
0.6983,69.371,-18.846,-29.268,-1.501
0.7143,72.171,-21.638,-29.268,0.957
0.7303,74.968,-24.441,-28.916,3.346
0.7463,77.772,-27.242,-27.949,5.689
0.7623,80.577,-30.045,-26.631,7.980
0.7783,83.376,-32.849,-24.961,10.130
0.7943,86.179,-35.652,-22.852,12.121
0.8103,88.980,-38.457,-20.391,13.956
0.8263,91.778,-41.257,-17.578,15.624
0.8423,94.580,-44.055,-14.590,17.027
0.8583,97.377,-46.857,-11.514,18.266
0.8743,100.175,-49.656,-8.174,19.240
0.8903,102.977,-52.450,-4.658,19.943
0.9063,105.774,-55.254,-1.230,20.419
0.9223,108.574,-58.055,2.461,20.607
0.9383,111.200,-60.851,6.064,20.542
0.9543,114.171,-63.651,9.668,20.188
0.9703,116.975,-66.453,13.271,19.585
0.9863,119.603,-69.258,16.875,18.704
1.0023,122.404,-72.060,20.391,17.617
1.0183,124.596,-74.873,24.170,16.375
1.0343,124.494,-77.659,28.037,14.990
1.0503,123.589,-80.455,31.641,13.380
1.0663,122.734,-83.262,35.156,11.731
1.0823,121.847,-86.070,38.584,9.862
1.0983,120.583,-88.871,41.748,7.942
1.1143,118.978,-91.674,44.209,5.969
1.1303,117.350,-94.478,46.143,3.856
1.1463,115.804,-97.276,47.637,1.663
1.1623,114.235,-100.075,48.691,-0.557
1.1783,112.348,-102.877,49.395,-2.855
1.1943,110.517,-105.375,49.658,-5.247
1.2103,108.770,-105.783,49.658,-7.592
1.2263,106.662,-104.793,49.395,-10.043
1.2424,104.594,-103.850,48.516,-12.598
1.2583,102.624,-102.986,47.285,-15.012
1.2743,100.435,-101.683,45.703,-17.535
1.2903,98.160,-99.917,43.770,-20.014
1.3063,95.834,-97.906,41.309,-22.262
1.3223,93.297,-95.667,38.584,-24.137
1.3383,90.978,-93.112,35.771,-25.783
1.3543,88.268,-90.308,32.871,-27.082
1.3703,85.818,-87.482,29.619,-28.155
1.3862,83.154,-84.682,26.279,-28.822
1.4023,80.420,-81.853,22.939,-29.245
1.4183,77.624,-79.025,19.600,-29.350
1.4343,74.797,-76.206,16.084,-29.215
1.4503,71.972,-73.400,12.744,-28.718
1.4663,69.155,-70.597,9.404,-27.977
1.4822,66.352,-67.795,5.977,-27.097
1.4982,63.547,-64.997,2.725,-25.873
1.5143,60.572,-62.195,-0.703,-24.578
1.5303,57.947,-59.393,-4.043,-23.033
1.5462,55.143,-56.595,-7.383,-21.530
1.5622,52.344,-53.791,-10.723,-19.715
1.5782,49.545,-50.989,-13.975,-17.934
1.5943,46.565,-48.190,-17.227,-15.893
1.6102,43.940,-45.386,-20.566,-13.843
1.6262,41.138,-42.585,-23.818,-11.688
1.6422,38.337,-39.787,-26.367,-9.492
1.6582,35.539,-36.986,-28.037,-7.381
1.6742,32.735,-34.187,-28.916,-5.082
1.6902,29.935,-31.382,-29.355,-2.491
1.7062,27.138,-28.585,-29.355,-0.116
1.7222,24.335,-25.786,-29.180,2.149
1.7382,21.538,-22.982,-28.477,4.522
1.7542,18.560,-20.180,-27.334,6.915
1.7702,15.930,-17.378,-25.752,8.875
1.7863,12.956,-14.576,-23.906,10.634
1.8022,10.329,-11.775,-21.621,12.080
1.8182,7.526,-8.972,-18.984,13.192
1.8342,4.727,-6.173,-16.084,14.071
1.8502,1.924,-3.374,-13.008,14.699
1.8662,-0.876,-0.573,-9.756,15.008
1.8822,-3.675,2.225,-6.328,15.033
1.8982,-6.479,5.020,-2.900,14.860
1.9142,-9.278,7.823,0.615,14.324
1.9303,-12.258,10.623,4.131,13.439
1.9464,-15.059,13.424,7.646,12.415
1.9622,-17.684,16.228,11.250,11.240
1.9782,-20.487,19.027,14.854,9.895
1.9942,-23.287,21.828,18.369,8.367
2.0102,-26.085,24.631,21.973,6.692
2.0262,-28.888,27.428,25.488,4.950
2.0422,-31.688,30.231,29.004,3.052
2.0582,-34.488,33.033,32.607,1.092
2.0742,-37.291,35.833,36.123,-1.014
2.0902,-40.089,38.637,39.639,-3.123
2.1062,-42.890,41.435,42.891,-5.325
2.1222,-45.693,44.235,45.264,-7.649
2.1382,-48.492,47.038,46.934,-9.942
2.1542,-51.295,49.838,48.252,-12.402
2.1702,-54.095,52.638,49.131,-14.778
2.1862,-56.897,55.442,49.570,-17.245
2.2022,-59.700,58.241,49.658,-19.786
2.2182,-62.496,61.040,49.570,-22.267
2.2342,-65.295,63.838,48.955,-24.636
2.2502,-68.101,66.640,47.900,-27.023
2.2664,-71.076,69.446,46.494,-29.124
2.2822,-73.704,72.247,44.736,-30.752
2.2982,-76.510,75.050,42.451,-32.288
2.3142,-79.308,77.848,39.902,-33.471
2.3302,-82.109,80.647,37.002,-34.332
2.3462,-84.907,83.450,34.189,-35.018
2.3622,-87.706,86.250,31.025,-35.339
2.3782,-90.507,89.052,27.686,-35.373
2.3942,-93.302,91.852,24.434,-35.174
2.4102,-96.103,94.653,21.006,-34.671
2.4262,-98.908,97.455,17.666,-33.876
2.4422,-101.709,100.262,14.326,-32.828
2.4582,-104.510,103.062,10.986,-31.622
2.4742,-107.313,105.864,7.646,-30.253
2.4902,-110.111,108.669,4.307,-28.754
2.5062,-112.911,111.466,0.967,-27.104
2.5222,-115.712,114.268,-2.461,-25.314
2.5382,-118.513,117.072,-5.713,-23.459
2.5542,-121.319,119.872,-9.053,-21.462
2.5702,-124.116,122.674,-12.393,-19.410
2.5862,-126.915,125.476,-15.732,-17.255
2.6022,-128.846,127.958,-19.600,-15.059
2.6182,-129.449,128.445,-23.818,-12.781
2.6342,-129.658,127.785,-26.367,-10.445
2.6502,-129.840,127.180,-27.861,-8.077
2.6662,-129.771,126.604,-28.740,-5.662
2.6821,-129.320,125.733,-29.180,-3.131
2.6981,-128.505,124.709,-29.355,-0.670
2.7142,-127.414,123.679,-29.268,1.841
2.7302,-126.069,122.592,-28.916,4.275
2.7461,-124.420,121.389,-28.037,6.634
2.7621,-122.575,120.095,-26.631,8.723
2.7782,-120.767,118.733,-24.961,10.582
2.7942,-119.030,117.292,-22.764,12.116
2.8101,-117.246,115.754,-20.391,13.358
2.8261,-115.397,114.125,-17.666,14.328
2.8421,-113.512,112.424,-14.678,15.022
2.8581,-111.598,110.641,-11.602,15.384
2.8741,-109.621,108.786,-8.262,15.447
2.8901,-107.578,106.846,-4.834,15.295
2.9061,-105.479,104.844,-1.406,14.799
2.9221,-103.324,102.762,2.109,14.057
2.9381,-101.106,100.593,5.537,13.038
2.9541,-98.827,98.352,9.053,11.866
2.9701,-96.477,96.034,12.656,10.500
2.9861,-94.063,93.649,16.084,8.991
3.0021,-91.578,91.196,19.600,7.375
3.0181,-89.026,88.672,23.203,5.630
3.0341,-86.414,86.073,26.543,3.762
3.0501,-83.742,83.409,30.059,1.797
3.0661,-81.015,80.694,33.662,-0.301
3.0821,-78.222,77.920,37.090,-2.418
3.0981,-75.394,75.096,40.605,-4.610
3.1141,-72.566,72.270,43.770,-6.893
3.1301,-69.754,69.453,45.967,-9.178
3.1461,-66.952,66.643,47.637,-11.621
3.1621,-64.146,63.841,48.691,-13.995
3.1781,-61.346,61.040,49.395,-16.458
3.1941,-58.548,58.239,49.658,-18.995
3.2101,-55.745,55.440,49.658,-21.468
3.2261,-52.946,52.639,49.395,-23.895
3.2421,-50.149,49.835,48.516,-26.322
3.2581,-47.342,47.035,47.285,-28.517
3.2741,-44.541,44.224,45.615,-30.706
3.2907,-41.561,41.420,43.506,-32.790
3.3061,-38.936,38.618,41.309,-34.408
3.3228,-35.961,35.813,38.408,-36.170
3.3381,-33.334,33.017,35.684,-37.452
3.3541,-30.535,30.215,32.695,-38.560
3.3701,-27.737,27.415,29.443,-39.519
3.3861,-24.935,24.618,26.104,-40.181
3.4021,-22.135,21.817,22.764,-40.545
3.4181,-19.337,19.019,19.336,-40.673
3.4341,-16.535,16.223,15.908,-40.545
3.4501,-13.735,13.419,12.568,-40.092
3.4661,-10.933,10.616,9.141,-39.397
3.4821,-8.132,7.817,5.801,-38.486
3.4981,-5.332,5.011,2.461,-37.344
3.5141,-2.527,2.212,-0.879,-36.042
3.5301,0.272,-0.587,-4.219,-34.596
3.5461,3.074,-3.387,-7.559,-32.976
3.5621,5.878,-6.186,-10.898,-31.260
3.5781,8.676,-8.989,-14.150,-29.412
3.5941,11.477,-11.784,-17.402,-27.449
3.6101,14.280,-14.582,-20.742,-25.456
3.6261,17.080,-17.387,-23.906,-23.337
3.6421,19.883,-20.185,-26.455,-21.110
3.6581,22.681,-22.982,-28.125,-18.886
3.6741,25.480,-25.789,-29.004,-16.580
3.6900,28.284,-28.591,-29.355,-14.226
3.7061,31.082,-31.390,-29.355,-11.791
3.7221,33.879,-34.190,-29.180,-9.337
3.7381,36.684,-36.991,-28.477,-6.837
3.7540,39.484,-39.798,-27.422,-4.332
3.7700,42.290,-42.598,-25.840,-1.769
3.7861,45.091,-45.399,-23.906,0.685
3.8020,47.891,-48.206,-21.709,2.853
3.8180,50.694,-51.003,-19.072,4.790
3.8341,53.493,-53.801,-16.172,6.444
3.8501,56.294,-56.607,-13.096,7.746
3.8661,59.098,-59.406,-9.844,8.786
3.8821,61.894,-62.202,-6.416,9.509
3.8981,64.692,-65.004,-2.988,9.895
3.9140,67.496,-67.801,0.615,9.989
3.9301,70.292,-70.603,4.307,9.844
3.9461,73.094,-73.402,7.822,9.353
3.9621,75.898,-76.205,11.426,8.623
3.9780,78.702,-79.011,15.029,7.655
3.9947,81.681,-81.808,18.809,6.426
4.0101,84.305,-84.612,22.148,5.199
4.0261,87.107,-87.417,25.664,3.722
4.0420,89.915,-90.218,29.180,2.117
4.0581,92.713,-93.022,32.783,0.324
4.0741,95.516,-95.823,36.299,-1.516
4.0900,98.319,-98.622,39.814,-3.461
4.1061,101.116,-101.424,42.891,-5.497
4.1221,103.917,-104.225,45.176,-7.663
4.1381,106.720,-107.028,46.934,-9.817
4.1541,109.520,-109.833,48.252,-12.145
4.1701,112.322,-112.630,49.131,-14.442
4.1861,115.120,-115.433,49.570,-16.830
4.2020,117.919,-118.234,49.658,-19.196
4.2187,120.895,-121.027,49.570,-21.817
4.2341,123.518,-123.827,48.955,-24.022
4.2500,126.323,-126.630,47.988,-26.369
4.2660,128.402,-128.795,46.143,-28.451
4.2820,128.469,-129.489,43.945,-30.273
4.2980,127.851,-129.707,41.924,-31.814
4.3147,127.380,-129.927,39.375,-33.125
4.3301,126.833,-129.905,36.914,-33.973
4.3460,125.915,-129.497,34.102,-34.635
4.3620,124.906,-128.734,30.938,-34.990
4.3780,123.935,-127.685,27.686,-35.039
4.3940,122.879,-126.380,24.434,-34.878
4.4100,121.683,-124.783,21.182,-34.384
4.4260,120.401,-122.948,17.842,-33.596
4.4420,119.066,-121.096,14.502,-32.569
4.4580,117.646,-119.334,11.162,-31.365
4.4740,116.121,-117.536,7.822,-30.019
4.4900,114.512,-115.675,4.570,-28.518
4.5060,112.839,-113.792,1.230,-26.866
4.5220,111.081,-111.872,-2.109,-25.103
4.5386,109.120,-109.899,-5.537,-23.114
4.5541,107.318,-107.883,-8.613,-21.252
4.5700,105.329,-105.794,-11.953,-19.194
4.5860,103.258,-103.625,-15.117,-17.069
4.6020,101.116,-101.409,-18.457,-14.890
4.6180,98.897,-99.140,-21.709,-12.565
4.6340,96.594,-96.793,-24.697,-10.247
4.6500,94.217,-94.364,-27.070,-7.895
4.6660,91.780,-91.884,-28.477,-5.455
4.6820,89.269,-89.342,-29.180,-2.937
4.6980,86.691,-86.738,-29.355,-0.484
4.7140,84.057,-84.069,-29.355,2.026
4.7300,81.353,-81.343,-28.916,4.455
4.7460,78.569,-78.549,-28.037,6.793
4.7620,75.745,-75.725,-26.631,8.875
4.7780,72.915,-72.897,-24.961,10.717
4.7940,70.097,-70.086,-22.764,12.214
4.8100,67.291,-67.283,-20.391,13.480
4.8260,64.485,-64.476,-17.666,14.408
4.8420,61.687,-61.672,-14.590,15.067
4.8580,58.888,-58.875,-11.514,15.433
4.8740,56.087,-56.073,-8.086,15.465
4.8900,53.291,-53.274,-4.658,15.284
4.9060,50.489,-50.473,-1.230,14.780
4.9220,47.689,-47.669,2.373,14.023
4.9380,44.886,-44.867,5.889,12.986
4.9540,42.081,-42.064,9.404,11.805
4.9700,39.281,-39.262,13.008,10.429
4.9860,36.481,-36.466,16.611,8.912
5.0020,33.678,-33.663,20.215,7.288
5.0180,30.880,-30.861,23.730,5.517
5.0340,28.080,-28.062,27.246,3.662
5.0500,25.274,-25.256,30.850,1.692
5.0660,22.476,-22.457,34.365,-0.430
5.0820,19.672,-19.658,37.969,-2.543
5.0980,16.870,-16.855,41.396,-4.720
5.1140,14.072,-14.058,44.121,-7.044
5.1300,11.269,-11.252,46.143,-9.319
5.1460,8.470,-8.450,47.637,-11.755
5.1620,5.669,-5.652,48.779,-14.150
5.1779,2.865,-2.848,49.395,-16.591
5.1939,0.066,-0.047,49.746,-19.125
5.2100,-2.734,2.747,49.746,-21.601
5.2259,-5.536,5.549,49.395,-24.035
5.2419,-8.334,8.347,48.604,-26.461
5.2579,-11.138,11.150,47.285,-28.680
5.2739,-13.940,13.954,45.703,-30.826
5.2899,-16.742,16.752,43.682,-32.811
5.3059,-19.548,19.556,41.221,-34.525
5.3219,-22.348,22.353,38.496,-36.203
5.3388,-25.326,25.152,35.508,-37.635
5.3540,-27.951,27.954,32.695,-38.671
5.3700,-30.749,30.756,29.443,-39.590
5.3860,-33.548,33.556,26.191,-40.240
5.4019,-36.347,36.359,22.764,-40.591
5.4179,-39.144,39.156,19.336,-40.691
5.4340,-41.945,41.955,15.908,-40.532
5.4499,-44.745,44.758,12.568,-40.071
5.4659,-47.546,47.560,9.141,-39.348
5.4819,-50.349,50.366,5.801,-38.423
5.4979,-53.147,53.167,2.461,-37.279
5.5139,-55.950,55.967,-0.879,-35.962
5.5299,-58.754,58.771,-4.219,-34.512
5.5460,-61.553,61.569,-7.471,-32.864
5.5626,-64.531,64.370,-11.074,-31.005
5.5780,-67.156,67.173,-14.150,-29.297
5.5939,-69.955,69.972,-17.490,-27.309
5.6099,-72.758,72.774,-20.742,-25.308
5.6259,-75.558,75.579,-23.906,-23.158
5.6419,-78.360,78.379,-26.455,-20.968
5.6580,-81.160,81.179,-28.125,-18.720
5.6739,-83.957,83.979,-29.004,-16.370
5.6899,-86.758,86.778,-29.355,-14.027
5.7059,-89.561,89.584,-29.355,-11.575
5.7219,-92.356,92.377,-29.180,-9.113
5.7379,-95.161,95.178,-28.564,-6.671
5.7540,-97.964,97.987,-27.334,-4.135
5.7699,-100.766,100.789,-25.840,-1.594
5.7859,-103.569,103.592,-23.994,0.832
5.8019,-106.370,106.394,-21.709,2.982
5.8179,-109.172,109.195,-19.072,4.894
5.8339,-111.974,111.999,-16.172,6.556
5.8499,-114.770,114.799,-13.096,7.849
5.8659,-117.573,117.598,-9.844,8.851
5.8819,-120.374,120.399,-6.416,9.583
5.8979,-123.168,123.195,-2.988,9.973
5.9139,-125.971,125.996,0.615,10.047
5.9304,-128.406,128.334,4.746,9.870
5.9459,-128.651,128.631,9.580,9.409
5.9619,-128.006,127.966,13.623,8.671
5.9779,-127.494,127.441,17.227,7.698
5.9939,-126.935,126.877,20.830,6.548
6.0099,-126.068,126.009,24.258,5.210
6.0259,-125.080,125.019,27.773,3.726
6.0419,-124.099,124.036,31.289,2.134
6.0579,-123.043,122.977,34.717,0.328
6.0739,-121.870,121.793,37.881,-1.529
6.0899,-120.607,120.525,40.869,-3.458
6.1059,-119.274,119.194,43.330,-5.499
6.1219,-117.858,117.778,45.352,-7.667
6.1379,-116.350,116.272,46.934,-9.795
6.1539,-114.761,114.693,48.164,-12.123
6.1699,-113.104,113.038,49.043,-14.428
6.1859,-111.357,111.289,49.482,-16.775
6.2019,-109.535,109.449,49.658,-19.233
6.2180,-107.631,107.544,49.570,-21.674
6.2339,-105.658,105.564,48.955,-24.004
6.2499,-103.607,103.508,47.900,-26.379
6.2659,-101.469,101.369,46.494,-28.436
6.2819,-99.251,99.154,44.824,-30.287
6.2979,-96.962,96.865,42.539,-31.841
6.3139,-94.606,94.507,39.990,-33.062
6.3299,-92.177,92.078,37.266,-33.986
6.3459,-89.689,89.581,34.365,-34.666
6.3628,-86.962,86.846,31.025,-35.013
6.3779,-84.496,84.386,27.949,-35.058
6.3939,-81.798,81.695,24.697,-34.899
6.4098,-79.030,78.908,21.357,-34.399
6.4259,-76.217,76.076,18.018,-33.611
6.4419,-73.384,73.246,14.678,-32.592
6.4586,-70.391,70.426,11.162,-31.298
6.4745,-67.582,67.621,7.998,-29.953
6.4905,-64.780,64.821,4.395,-28.446
6.5059,-62.154,62.016,1.318,-26.892
6.5219,-59.352,59.217,-2.109,-25.134
6.5378,-56.552,56.418,-5.361,-23.263
6.5539,-53.748,53.612,-8.701,-21.274
6.5699,-50.943,50.810,-12.129,-19.217
6.5864,-47.971,48.013,-15.381,-16.919
6.6019,-45.343,45.208,-18.721,-14.886
6.6179,-42.539,42.409,-21.973,-12.582
6.6339,-39.742,39.605,-25.049,-10.230
6.6499,-36.940,36.805,-27.246,-7.902
6.6658,-34.140,34.007,-28.564,-5.451
6.6818,-31.343,31.205,-29.180,-2.937
6.6979,-28.540,28.408,-29.355,-0.517
6.7139,-25.742,25.607,-29.355,2.020
6.7299,-22.943,22.806,-29.004,4.433
6.7459,-20.140,20.004,-28.037,6.794
6.7618,-17.338,17.200,-26.631,8.880
6.7778,-14.534,14.396,-24.873,10.729
6.7938,-11.732,11.595,-22.852,12.246
6.8099,-8.932,8.793,-20.479,13.498
6.8258,-6.128,5.990,-17.666,14.424
6.8418,-3.329,3.192,-14.678,15.100
6.8578,-0.533,0.392,-11.514,15.454
6.8738,2.270,-2.402,-8.174,15.496
6.8898,5.067,-5.024,-4.746,15.314
6.9058,7.868,-8.002,-1.230,14.806
6.9218,10.673,-10.626,2.285,14.044
6.9378,13.474,-13.603,5.801,13.004
6.9538,16.280,-16.406,9.404,11.829
6.9698,19.082,-19.207,13.008,10.449
6.9858,21.879,-22.006,16.523,8.928
7.0018,24.681,-24.809,20.127,7.300
7.0178,27.481,-27.611,23.643,5.527
7.0338,30.281,-30.413,27.158,3.678
7.0498,33.086,-33.042,30.674,1.699
7.0658,35.886,-36.018,34.277,-0.410
7.0818,38.689,-38.824,37.793,-2.525
7.0978,41.491,-41.445,41.309,-4.729
7.1138,44.286,-44.420,44.121,-7.034
7.1298,47.090,-47.049,46.143,-9.314
7.1458,49.893,-50.024,47.637,-11.762
7.1618,52.692,-52.647,48.691,-14.131
7.1778,55.495,-55.451,49.395,-16.587
7.1938,58.296,-58.251,49.658,-19.135
7.2098,61.093,-61.224,49.658,-21.600
7.2258,63.895,-63.850,49.395,-23.991
7.2418,66.694,-66.650,48.516,-26.437
7.2578,69.500,-69.458,47.285,-28.644
7.2738,72.304,-72.432,45.703,-30.789
7.2900,75.104,-75.237,43.682,-32.803
7.3058,77.910,-78.042,41.309,-34.497
7.3220,80.710,-80.839,38.584,-36.135
7.3378,83.505,-83.463,35.684,-37.528
7.3538,86.309,-86.266,32.783,-38.606
7.3698,89.110,-89.240,29.443,-39.535
7.3858,91.907,-92.039,26.191,-40.205
7.4018,94.709,-94.837,22.852,-40.549
7.4178,97.507,-97.463,19.424,-40.646
7.4338,100.307,-100.263,15.996,-40.497
7.4498,103.107,-103.236,12.656,-40.034
7.4658,105.906,-106.040,9.316,-39.312
7.4818,108.711,-108.845,5.889,-38.393
7.4978,111.511,-111.643,2.637,-37.255
7.5138,114.309,-114.271,-0.791,-35.931
7.5297,117.113,-117.073,-4.131,-34.484
7.5458,119.913,-120.049,-7.383,-32.842
7.5618,122.712,-122.850,-10.723,-31.089
7.5778,125.516,-125.476,-14.062,-29.258
7.5937,128.096,-128.074,-17.666,-27.256
7.6097,128.797,-128.799,-22.148,-25.294
7.6257,128.166,-128.174,-25.312,-23.150
7.6418,127.504,-127.487,-27.158,-20.942
7.6577,126.946,-126.965,-28.389,-18.670
7.6737,126.164,-126.189,-29.004,-16.370
7.6897,125.215,-125.242,-29.355,-13.999
7.7057,124.235,-124.268,-29.355,-11.557
7.7218,123.203,-123.167,-29.180,-9.139
7.7378,122.058,-122.013,-28.564,-6.618
7.7538,120.815,-120.851,-27.422,-4.121
7.7698,119.496,-119.456,-25.840,-1.607
7.7858,118.091,-118.051,-23.994,0.848
7.8017,116.600,-116.648,-21.797,3.017
7.8177,115.033,-115.081,-19.160,4.909
7.8337,113.391,-113.443,-16.260,6.568
7.8497,111.664,-111.717,-13.184,7.890
7.8657,109.856,-109.915,-9.932,8.876
7.8817,107.967,-108.027,-6.592,9.609
7.8978,105.996,-105.937,-3.164,10.003
7.9137,103.953,-104.018,0.439,10.074
7.9297,101.829,-101.893,3.955,9.924
7.9457,99.620,-99.687,7.559,9.437
7.9617,97.340,-97.413,11.074,8.690
7.9777,94.993,-95.066,14.590,7.728
7.9937,92.581,-92.653,18.105,6.583
8.0097,90.092,-90.168,21.621,5.253
8.0257,87.531,-87.611,25.137,3.767
8.0417,84.904,-84.988,28.564,2.169
8.0577,82.226,-82.311,32.168,0.375
8.0737,79.486,-79.571,35.684,-1.484
8.0897,76.682,-76.774,39.111,-3.399
8.1057,73.847,-73.939,42.451,-5.447
8.1217,71.028,-71.118,45.088,-7.629
8.1377,68.213,-68.311,46.934,-9.764
8.1537,65.406,-65.501,48.164,-12.116
8.1697,62.608,-62.702,49.131,-14.395
8.1857,59.804,-59.900,49.570,-16.740
8.2017,57.008,-57.099,49.658,-19.207
8.2177,54.209,-54.302,49.570,-21.593
8.2337,51.407,-51.496,48.955,-23.976
8.2497,48.609,-48.692,47.900,-26.353
8.2657,45.802,-45.890,46.494,-28.388
8.2817,42.997,-43.086,44.824,-30.247
8.2977,40.198,-40.287,42.539,-31.822
8.3137,37.396,-37.488,39.902,-33.041
8.3297,34.596,-34.685,37.178,-33.965
8.3458,31.797,-31.710,34.189,-34.672
8.3617,28.994,-29.082,31.025,-34.992
8.3777,26.197,-26.282,27.773,-35.050
8.3937,23.398,-23.484,24.434,-34.898
8.4097,20.598,-20.682,21.094,-34.406
8.4257,17.799,-17.880,17.666,-33.614
8.4417,14.993,-15.078,14.414,-32.593
8.4577,12.193,-12.272,10.986,-31.383
8.4737,9.394,-9.471,7.646,-30.041
8.4897,6.593,-6.674,4.307,-28.543
8.5057,3.792,-3.870,0.967,-26.911
8.5217,0.992,-1.072,-2.461,-25.162
8.5377,-1.812,1.729,-5.713,-23.281
8.5537,-4.612,4.531,-9.053,-21.314
8.5697,-7.412,7.328,-12.393,-19.239
8.5857,-10.214,10.131,-15.732,-17.084
8.6017,-13.011,12.928,-19.072,-14.930
8.6177,-15.816,15.728,-22.324,-12.586
8.6337,-18.615,18.531,-25.312,-10.303
8.6497,-21.414,21.328,-27.422,-7.929
8.6657,-24.216,24.127,-28.564,-5.486
8.6817,-27.016,26.931,-29.180,-3.034
8.6977,-29.817,29.729,-29.355,-0.543
8.7137,-32.617,32.527,-29.355,1.990
8.7297,-35.414,35.327,-29.004,4.395
8.7457,-38.215,38.129,-28.037,6.771
8.7617,-41.018,40.934,-26.631,8.860
8.7777,-43.816,43.735,-24.961,10.698
8.7937,-46.623,46.711,-22.939,12.214
8.8097,-49.425,49.336,-20.479,13.477
8.8257,-52.224,52.134,-17.666,14.409
8.8417,-55.026,54.937,-14.678,15.075
8.8577,-57.826,57.912,-11.602,15.436
8.8737,-60.628,60.536,-8.262,15.477
8.8897,-63.429,63.336,-4.746,15.304
8.9057,-66.227,66.137,-1.318,14.796
8.9217,-69.031,68.940,2.285,14.041
8.9377,-71.835,71.745,5.801,13.010
8.9537,-74.634,74.547,9.316,11.837
8.9697,-77.438,77.347,12.920,10.460
8.9857,-80.237,80.152,16.436,8.940
9.0017,-83.033,82.950,20.039,7.306
9.0177,-85.838,85.752,23.555,5.540
9.0337,-88.636,88.555,27.158,3.723
9.0497,-91.439,91.354,30.674,1.719
9.0657,-94.240,94.156,34.277,-0.383
9.0817,-97.039,96.960,37.793,-2.483
9.0977,-99.843,99.760,41.309,-4.681
9.1137,-102.643,102.562,44.033,-6.987
9.1297,-105.445,105.365,46.143,-9.273
9.1457,-108.250,108.169,47.637,-11.699
9.1617,-111.048,110.971,48.691,-14.103
9.1777,-113.846,113.769,49.395,-16.576
9.1937,-116.652,116.575,49.658,-19.077
9.2097,-119.451,119.375,49.658,-21.590
9.2257,-122.248,122.170,49.307,-24.020
9.2417,-125.052,124.974,48.516,-26.380
9.2577,-127.774,127.700,47.197,-28.692
9.2736,-128.893,128.870,45.000,-30.764
9.2897,-128.357,128.371,43.066,-32.779
9.3057,-127.585,127.598,40.957,-34.503
9.3223,-126.971,126.983,38.320,-36.254
9.3377,-126.312,126.280,35.684,-37.511
9.3537,-125.404,125.423,32.695,-38.634
9.3697,-124.409,124.428,29.443,-39.539
9.3857,-123.379,123.405,26.104,-40.201
9.4016,-122.263,122.293,22.764,-40.554
9.4177,-121.029,121.071,19.336,-40.646
9.4337,-119.706,119.760,15.996,-40.498
9.4498,-118.317,118.287,12.656,-40.037
9.4656,-116.859,116.910,9.316,-39.308
9.4817,-115.311,115.351,5.977,-38.392
9.4976,-113.665,113.712,2.725,-37.249
9.5137,-111.955,112.007,-0.615,-35.920
9.5297,-110.157,110.218,-3.955,-34.512
9.5457,-108.278,108.342,-7.207,-32.848
9.5616,-106.315,106.376,-10.459,-31.112
9.5776,-104.288,104.351,-13.711,-29.276
9.5936,-102.188,102.252,-16.963,-27.298
9.6096,-99.998,100.065,-20.215,-25.278
9.6256,-97.733,97.807,-23.379,-23.139
9.6416,-95.406,95.479,-26.104,-20.956
9.6577,-93.003,93.079,-27.861,-18.679
9.6743,-90.362,90.437,-28.916,-16.217
9.6897,-87.987,87.903,-29.268,-14.011
